Label	logFC	FDR
 SYNPO 	-0.0972748	6.14E-02
 SYNPO2L 	-0.0375111	1.00E-04
 SYNPR 	0.0600699	2.98E-01
 SYNRG 	0.0921405	2.26E-01
 SYP 	-0.1678648	1.07E-02
 SYPL1 	0.6406554	1.45E-06
 SYPL2 	-0.020433	1.42E-01
 SYS1 	0.4234455	9.89E-05
 SYT1 	0.1093888	3.03E-02
 SYT10 	-0.0471924	2.75E-05
 SYT11 	0.2687923	3.04E-04
 SYT12 	0.0015666	9.37E-01
 SYT13 	0.3532277	5.56E-02
 SYT14 	-0.0087927	3.82E-01
 SYT16 	-0.0378652	3.76E-02
 SYT17 	-0.0329318	5.12E-01
 SYT2 	-0.0253379	8.15E-02
 SYT3 	-0.0205034	1.73E-01
 SYT4 	-0.0797172	2.90E-05
 SYT5 	-0.094147	2.63E-04
 SYT6 	-0.020773	9.00E-02
 SYT7 	0.095861	1.60E-01
 SYT8 	0.0470123	6.16E-01
 SYT9 	-0.0275062	2.60E-03
 SYTL1 	-0.4940533	4.04E-09
 SYTL2 	-0.2575533	1.38E-01
 SYTL4 	-0.0393131	3.40E-01
 SYTL5 	-0.2213144	3.91E-02
 SYVN1 	-0.3092365	7.46E-04
 T 	-0.0510559	1.22E-04
 T1560 	0.018589	2.07E-01
 TAAR1 	0.0698451	6.49E-01
 TAAR2 	-0.0113684	3.40E-01
 TAAR5 	-0.0225634	7.97E-02
 TAAR6 	-0.0148598	3.48E-01
 TAAR8 	-0.0090829	2.71E-01
 TAAR9 	-0.0339166	5.01E-03
 TAB1 	0.0334495	1.14E-01
 TAB2 	0.1943808	2.65E-02
 TAB3 	0.0036034	9.63E-01
 TAC1 	-0.0093622	2.16E-01
 TAC3 	0.021506	5.80E-01
 TAC4 	0.001884	9.43E-01
 TACC1 	0.3866098	2.78E-02
 TACC2 	0.1856418	8.53E-04
 TACC3 	0.7271574	1.04E-07
 TACO1 	0.1695093	1.55E-02
 TACR1 	-0.0158993	1.92E-01
 TACR2 	0.01788	4.05E-01
 TACR3 	-0.0089483	3.28E-01
 TACSTD2 	0.4551857	4.59E-02
 TADA1 	0.30795	1.49E-05
 TADA2A 	0.2519868	8.72E-05
 TADA3 	0.1520231	1.41E-02
 TAF1 	0.1981359	3.42E-04
 TAF10 	0.3645686	1.86E-03
 TAF11 	0.4992994	1.48E-07
 TAF12 	0.2841792	7.25E-05
 TAF13 	0.1924517	1.70E-02
 TAF15 	0.4694522	2.03E-06
 TAF1A 	0.0592496	2.34E-01
 TAF1B 	0.1678555	3.82E-05
 TAF1C 	-0.0049169	9.29E-01
 TAF1D 	0.5536426	1.23E-06
 TAF1L 	-0.0170631	9.71E-02
 TAF2 	0.5256039	1.26E-08
 TAF4 	0.2864326	6.94E-06
 TAF5 	0.1274665	4.45E-04
 TAF5L 	0.4224545	5.04E-07
 TAF6 	0.385931	2.48E-08
 TAF6L 	0.1625308	1.05E-04
 TAF7 	0.4758626	1.49E-03
 TAF7L 	-0.0036636	5.89E-01
 TAF8 	0.3063423	1.53E-02
 TAF9 	0.4453488	4.84E-03
 TAF9B 	0.096051	9.68E-02
 TAGAP 	-0.0301781	4.92E-01
 TAGLN 	0.9519008	8.68E-05
 TAGLN2 	0.6476648	1.89E-04
 TAGLN3 	-0.0273162	4.57E-02
 tAKR 	-0.0138001	1.25E-01
 TAL1 	-0.043932	3.10E-02
 TAL2 	0.0188963	4.78E-01
 TALDO1 	0.6394083	3.19E-05
 TANK 	0.2798376	2.08E-03
 TAOK1 	0.4548878	1.09E-06
 TAOK2 	0.1463056	1.05E-03
 TAOK3 	0.1751693	4.32E-03
 TAP1 	0.8897932	9.39E-05
 TAP2 	0.474176	1.56E-03
 TAPBP 	0.278099	3.58E-02
 TAPBPL 	0.1070421	4.81E-01
 TAPT1 	-0.0183126	7.42E-01
 TARBP1 	0.3147103	1.38E-04
 TARBP2 	0.0812424	1.11E-02
 TARDBP 	0.3540643	5.87E-04
 TARP 	-0.0295424	2.28E-02
 TARS 	0.4737722	8.25E-04
 TARS2 	0.2199425	1.02E-05
 TARSL2 	-0.0698527	5.11E-02
 TAS1R1 	-0.021386	5.88E-02
 TAS1R2 	-0.0503442	9.91E-04
 TAS2R1 	0.0070859	7.67E-01
 TAS2R10 	-0.0390532	7.58E-02
 TAS2R13 	0.0113112	8.29E-01
 TAS2R14 	0.036183	2.44E-01
 TAS2R16 	0.0014292	9.21E-01
 TAS2R19 	0.052455	3.57E-01
 TAS2R20 	0.1487433	1.93E-02
 TAS2R3 	0.0007523	9.86E-01
 TAS2R31 	0.0016228	9.74E-01
 TAS2R38 	0.1349385	1.66E-02
 TAS2R39 	-0.0300698	2.90E-01
 TAS2R4 	0.0409048	1.96E-01
 TAS2R40 	-0.0098049	5.75E-01
 TAS2R41 	0.0160462	6.80E-01
 TAS2R46 	0.0016268	9.45E-01
 TAS2R5 	0.0387884	1.02E-02
 TAS2R50 	0.0650341	1.53E-01
 TAS2R60 	0.0075174	5.86E-01
 TAS2R7 	0.01367	7.09E-02
 TAS2R8 	-0.016249	7.36E-02
 TAS2R9 	-0.0031481	8.27E-01
 TASP1 	0.524744	1.05E-07
 TAT 	-0.0171336	1.15E-02
 TATDN1 	0.079189	4.45E-01
 TATDN2 	0.3238878	7.76E-09
 TAX1BP1 	0.7237495	2.04E-07
 TAX1BP3 	0.2482164	1.25E-01
 TAZ 	0.2511955	4.69E-03
 TBC1D1 	0.3842187	1.15E-07
 TBC1D10A 	-0.0987132	2.96E-02
 TBC1D10B 	0.224762	1.98E-04
 TBC1D13 	0.0181099	7.86E-01
 TBC1D14 	-0.4691022	1.05E-03
 TBC1D15 	0.1900852	2.39E-02
 TBC1D16 	0.7665627	7.64E-07
 TBC1D17 	-0.1395674	3.55E-03
 TBC1D19 	0.0035474	8.84E-01
 TBC1D2 	0.1729239	3.93E-03
 TBC1D20 	0.2136433	4.23E-03
 TBC1D21 	-0.0361354	1.51E-03
 TBC1D22A 	-0.0066611	9.28E-01
 TBC1D22B 	0.144182	1.63E-03
 TBC1D23 	0.1843756	2.24E-05
 TBC1D24 	0.1747986	7.06E-04
 TBC1D26 	-0.0083922	3.97E-01
 TBC1D29 	-0.0300566	2.15E-02
 TBC1D2B 	0.2273572	4.31E-04
 TBC1D3P2 	-0.0083858	4.69E-01
 TBC1D4 	-0.096561	5.32E-01
 TBC1D5 	0.1309109	5.19E-02
 TBC1D7 	0.4179072	1.66E-04
 TBC1D8 	-0.1653701	3.17E-02
 TBC1D8B 	0.100175	1.40E-01
 TBC1D9B 	0.1850302	6.85E-05
 TBCA 	-0.1019208	1.72E-01
 TBCB 	0.8747582	5.56E-12
 TBCC 	0.3881068	7.19E-03
 TBCCD1 	0.4029614	3.75E-07
 TBCD 	0.0729611	2.71E-01
 TBCE 	0.3426841	7.98E-06
 TBCEL 	-0.2578858	2.34E-04
 TBCK 	0.0411759	6.08E-01
 TBK1 	0.3732303	5.25E-08
 TBKBP1 	-0.0709107	2.33E-02
 TBL1X 	-0.0428487	2.48E-01
 TBL1XR1 	1.0040601	2.42E-10
 TBL1Y 	-0.0294598	1.84E-02
 TBL2 	0.2139598	7.90E-06
 TBL3 	0.2671473	1.73E-06
 TBP 	0.2655352	9.06E-06
 TBPL1 	0.4347792	1.87E-07
 TBPL2 	-0.0199255	1.53E-02
 TBR1 	-0.030763	7.27E-03
 TBRG1 	0.1092989	1.89E-01
 TBRG4 	0.782529	3.77E-09
 TBX10 	-0.0084128	7.51E-01
 TBX19 	0.04668	5.00E-04
 TBX2 	-0.0116544	8.13E-01
 TBX20 	-0.0188893	1.68E-01
 TBX21 	-0.1056352	1.95E-05
 TBX22 	-0.0013348	8.52E-01
 TBX3 	0.0731609	3.93E-01
 TBX4 	-0.0194288	8.06E-02
 TBX5 	-0.0175252	4.81E-02
 TBX6 	-0.0529622	6.69E-03
 TBXA2R 	-0.025649	5.24E-01
 TBXAS1 	0.380565	1.53E-03
 TC2N 	0.3222035	6.25E-02
 TCAP 	-0.018243	6.19E-01
 TCEA2 	-0.0652618	2.46E-01
 TCEA3 	-0.5879196	1.91E-03
 TCEAL1 	0.1704858	2.56E-01
 TCEAL2 	-0.4015215	4.67E-04
 TCEAL3 	-0.395583	3.12E-04
 TCEAL4 	0.0040177	9.44E-01
 TCEAL6 	-0.2252664	5.74E-02
 TCEAL7 	0.103406	1.75E-02
 TCEAL8 	0.1306152	3.82E-01
 TCEANC 	0.0218478	4.89E-01
 TCEB2 	0.2850878	2.51E-04
 TCEB3 	-0.4223307	3.28E-04
 TCEB3B 	-0.0164501	5.03E-02
 TCERG1 	0.3596192	6.86E-08
 TCERG1L 	-0.0779765	1.62E-03
 TCF12 	0.1733785	7.36E-02
 TCF15 	-0.1195291	6.51E-03
 TCF19 	0.5134894	1.47E-04
 TCF20 	0.581872	6.00E-10
 TCF21 	-0.150984	1.06E-01
 TCF25 	0.0212052	8.17E-01
 TCF3 	0.2876235	6.83E-07
 TCF4 	0.1934958	4.21E-02
 TCF7 	0.0789786	1.65E-01
 TCF7L1 	0.0426445	6.51E-01
 TCF7L2 	0.262493	1.50E-02
 TCFL5 	0.4611409	5.57E-06
 TCHH 	-0.0118278	1.54E-01
 TCHP 	0.0755817	5.41E-02
 TCIRG1 	0.3123722	9.89E-03
 TCL1A 	-0.0235189	8.30E-01
 TCL1B 	-0.0110148	7.23E-02
 TCN1 	-1.1045219	1.79E-02
 TCN2 	-0.0880887	4.10E-01
 TCOF1 	0.3093094	2.01E-08
 TCP1 	0.8962049	1.37E-07
 TCP10 	-0.016163	9.03E-02
 TCP10L 	-0.0270297	9.24E-04
 TCP11 	-0.0066726	4.29E-01
 TCP11L1 	0.2503939	3.18E-05
 TCP11L2 	-0.1162746	4.57E-02
 TCTA 	0.0642252	5.44E-01
 TCTE1 	-0.0203609	2.46E-01
 TCTE3 	-0.0157509	6.42E-02
 TCTEX1D1 	0.0013257	9.20E-01
 TCTEX1D2 	0.1887954	1.92E-05
 TCTN1 	0.068677	3.82E-01
 TCTN2 	0.1462276	3.02E-05
 TCTN3 	0.3034612	2.52E-04
 TDG 	0.2558839	4.58E-03
 TDGF1 	0.2619293	1.39E-01
 TDGF3 	-0.0223353	5.06E-02
 TDH 	-0.0517524	7.21E-04
 TDO2 	0.2865114	8.48E-02
 TDP1 	0.4479493	6.93E-08
 TDP2 	0.1241483	3.36E-01
 TDRD1 	0.0165774	5.98E-01
 TDRD10 	-0.0180248	2.89E-01
 TDRD3 	-0.00614	9.31E-01
 TDRD5 	0.1148974	2.69E-02
 TDRD6 	0.0752037	2.63E-01
 TDRD7 	0.4357133	1.84E-06
 TDRD9 	0.0249483	6.03E-01
 TDRKH 	0.2148663	3.18E-05
 TEAD1 	0.4979771	1.04E-05
 TEAD2 	-0.0054166	9.61E-01
 TEAD3 	0.4690199	2.93E-08
 TEAD4 	0.3450671	5.59E-09
 TEC 	-0.0084341	7.46E-01
 TECPR1 	-0.0914613	6.71E-03
 TECPR2 	0.0369679	1.60E-01
 TECR 	0.4241217	6.05E-05
 TECRL 	-0.0054366	3.92E-01
 TECTA 	-0.021251	1.66E-03
 TECTB 	0.0489998	3.94E-01
 TEDDM1 	-0.0047589	7.35E-01
 TEF 	-0.1545816	1.12E-03
 TEK 	0.0018051	9.64E-01
 TEKT1 	-0.0259817	2.15E-03
 TEKT2 	-0.0242144	8.12E-02
 TEKT3 	0.0071476	3.00E-01
 TEKT4 	-0.0851221	4.63E-02
 TEKT5 	-0.0072601	6.87E-01
 TELO2 	0.1902264	3.61E-04
 TENC1 	-0.1742556	4.52E-02
 TEP1 	0.0800339	4.76E-01
 TEPP 	-0.0749324	9.50E-05
 TERF1 	-0.0004062	9.96E-01
 TERF2 	0.1107322	3.50E-02
 TERF2IP 	0.1574948	1.22E-02
 TERT 	-0.0513523	9.58E-03
 TES 	0.6893686	5.47E-06
 TESC 	-0.4277898	2.62E-01
 TESK1 	0.0337722	6.07E-01
 TESK2 	-0.0616179	2.94E-01
 TET1 	-0.0448115	1.61E-01
 TET2 	0.0340007	5.17E-01
 TET3 	0.0444858	3.09E-01
 TEX10 	0.7024353	1.21E-10
 TEX101 	-0.0137168	1.31E-01
 TEX11 	-0.005229	3.98E-01
 TEX12 	0.0094724	1.88E-01
 TEX13A 	-0.049983	6.79E-04
 TEX13B 	-0.0407395	1.95E-02
 TEX14 	-0.0094914	9.26E-02
 TEX15 	0.0344419	4.07E-01
 TEX19 	0.0012857	9.28E-01
 TEX2 	-0.2485051	1.15E-03
 TEX261 	0.3310383	1.45E-04
 TEX264 	0.0903465	2.27E-01
 TEX28 	-0.0071702	5.51E-01
 TEX9 	-0.0920132	1.15E-03
 TF 	0.0070841	5.31E-01
 TFAM 	0.4989124	3.79E-05
 TFAP2A 	0.1791698	9.85E-03
 TFAP2B 	-0.0538827	1.03E-04
 TFAP2C 	0.1019106	2.91E-02
 TFAP2D 	-0.0093636	2.67E-01
 TFAP2E 	-0.1239984	6.80E-05
 TFAP4 	0.3710009	1.31E-08
 TFB1M 	0.369882	1.83E-05
 TFB2M 	0.4802068	6.31E-06
 TFCP2 	0.2979874	3.67E-06
 TFCP2L1 	-0.6084165	3.10E-05
 TFDP1 	0.9667382	7.06E-07
 TFDP2 	0.4991716	1.54E-03
 TFDP3 	-0.046351	5.34E-05
 TFE3 	0.2582927	1.35E-06
 TFEB 	0.1172995	1.86E-04
 TFEC 	0.101413	2.89E-03
 TFF1 	-2.2244525	7.75E-04
 TFF2 	-3.0263363	2.01E-06
 TFF3 	1.3500014	4.78E-03
 TFG 	0.5038271	1.52E-04
 TFIP11 	0.1354074	2.45E-04
 TFPI 	0.6266105	2.45E-05
 TFPI2 	0.219083	2.36E-01
 TFPT 	0.2011374	2.00E-02
 TFR2 	-0.3785944	8.53E-04
 TFRC 	1.2682584	2.56E-08
 TG 	-0.0019838	8.18E-01
 TGDS 	0.3321249	1.33E-03
 TGFA 	0.1418948	3.24E-02
 TGFB1 	0.5224478	5.72E-06
 TGFB1I1 	0.1366708	2.26E-02
 TGFB2 	0.2163424	5.60E-04
 TGFB3 	-0.0695873	4.12E-01
 TGFBI 	1.4446066	1.81E-08
 TGFBR1 	0.597187	1.66E-06
 TGFBR2 	0.0368434	8.13E-01
 TGFBR3 	0.3457649	2.07E-03
 TGFBRAP1 	0.0389042	5.96E-01
 TGIF1 	0.1765576	8.78E-06
 TGIF2 	0.4084664	5.65E-07
 TGIF2LY 	-0.044107	8.89E-02
 TGM1 	-0.032975	2.18E-03
 TGM2 	1.1542026	6.21E-07
 TGM3 	-0.0062123	6.57E-01
 TGM4 	-0.0100607	8.49E-02
 TGM5 	-0.0154778	1.22E-01
 TGM6 	-0.0276648	1.57E-02
 TGM7 	-0.0106452	2.23E-01
 TGOLN2 	0.3692946	2.21E-04
 TGS1 	0.5798981	1.23E-08
 TH 	-0.0592962	1.39E-03
 TH1L 	0.9131718	1.63E-08
 THADA 	0.2781089	8.59E-06
 THAP1 	0.3477991	4.67E-05
 THAP10 	-0.0493071	4.05E-02
 THAP11 	0.3206894	2.94E-04
 THAP2 	-0.0085901	5.21E-01
 THAP3 	0.0517035	3.43E-02
 THAP5 	0.0756508	9.09E-02
 THAP6 	0.045989	3.61E-01
 THAP7 	0.0127896	7.89E-01
 THAP8 	-0.0367227	1.20E-01
 THAP9 	0.0144682	2.56E-01
 THBD 	-0.0841434	9.55E-02
 THBS1 	1.4212816	7.54E-07
 THBS2 	1.5059734	1.57E-08
 THBS3 	0.3028768	1.06E-04
 THBS4 	0.7197967	5.99E-03
 THEG 	-0.0371024	1.47E-02
 THEM4 	0.1752743	3.81E-03
 THEM5 	-0.0009197	9.60E-01
 THG1L 	0.1757474	2.39E-02
 THNSL1 	0.1605506	2.32E-03
 THNSL2 	-0.0335143	8.26E-01
 THOC1 	0.2943213	1.75E-04
 THOC2 	0.5576958	5.07E-06
 THOC4 	-0.0834657	2.21E-01
 THOC5 	0.3068358	1.95E-04
 THOC6 	0.6945872	1.31E-09
 THOC7 	0.6551199	2.98E-05
 THOP1 	0.2945654	1.69E-04
 THPO 	0.0032967	9.63E-01
 THRA 	0.0646428	5.77E-01
 THRAP3 	0.2100486	2.39E-04
 THRB 	0.0133091	9.44E-01
 THRSP 	-0.0107454	5.44E-01
 THSD4 	-0.5117203	2.11E-08
 THTPA 	-0.0248503	5.07E-01
 THUMPD1 	0.097928	3.15E-02
 THUMPD2 	0.1635361	5.56E-07
 THUMPD3 	0.4094879	1.53E-06
 THY1 	1.9591196	4.89E-14
 THYN1 	0.4353474	6.22E-03
 TIA1 	0.4357707	3.49E-05
 TIAL1 	0.1717932	5.95E-03
 TIAM1 	0.0027176	9.25E-01
 TIAM2 	0.0538932	2.03E-01
 TICAM1 	-0.033574	4.08E-01
 TIE1 	0.0970503	1.54E-02
 TIFA 	-0.112694	1.40E-01
 TIGD1 	0.1788269	3.43E-04
 TIGD2 	0.1331748	2.16E-02
 TIGD3 	-0.0479698	1.01E-01
 TIGD4 	0.0015102	9.37E-01
 TIGD5 	0.0436284	2.56E-01
 TIGD6 	-0.004717	8.31E-01
 TIGD7 	0.051283	3.18E-02
 TIGIT 	0.1051286	2.53E-01
 TIMD4 	0.0070008	6.08E-01
 TIMELESS 	0.438315	5.85E-07
 TIMM10 	0.728349	3.14E-07
 TIMM13 	0.2170223	1.09E-01
 TIMM17A 	0.7217853	6.31E-05
 TIMM17B 	0.1283814	1.39E-03
 TIMM22 	0.0559586	4.92E-01
 TIMM23 	0.7354487	4.87E-06
 TIMM44 	0.3874618	5.56E-06
 TIMM50 	0.6690784	5.60E-10
 TIMM8A 	0.082528	7.09E-03
 TIMM8B 	0.6025206	1.45E-04
 TIMM9 	0.2908639	1.02E-02
 TIMP1 	2.4291732	8.54E-11
 TIMP2 	0.8538408	4.90E-06
 TIMP3 	0.2549857	1.69E-01
 TIMP4 	0.0662004	1.62E-01
 TINAG 	0.0496364	1.84E-01
 TINAGL1 	0.5671593	1.87E-06
 TINF2 	0.1193516	9.46E-02
 TIPARP 	0.2391482	5.33E-02
 TIPIN 	0.4341197	1.06E-04
 TIPRL 	0.6844627	4.83E-08
 TIRAP 	0.0217428	5.09E-01
 TJAP1 	0.2458545	5.60E-03
 TJP1 	0.3315478	2.43E-04
 TJP2 	0.210102	1.94E-02
 TJP3 	-0.0751534	4.87E-01
 TK1 	0.7652738	1.10E-04
 TK2 	0.0610496	3.28E-01
 TKT 	0.8003843	2.56E-06
 TKTL1 	0.100634	4.56E-01
 TKTL2 	-0.0133531	4.39E-01
 TLCD1 	0.607685	6.13E-05
 TLE1 	0.173978	3.59E-02
 TLE2 	0.0082401	9.03E-01
 TLE3 	-0.0976654	6.93E-02
 TLE4 	-0.2138514	7.95E-03
 TLE6 	0.0021918	9.37E-01
 TLK1 	0.1751686	1.40E-02
 TLK2 	0.114886	1.04E-01
 TLL1 	-0.0247686	6.32E-03
 TLL2 	-0.0163788	2.74E-01
 TLN1 	0.4235645	7.40E-08
 TLN2 	0.1556171	7.19E-02
 TLR1 	0.037458	2.99E-01
 TLR10 	-0.0004339	9.96E-01
 TLR2 	0.2603605	3.89E-03
 TLR3 	-0.1333648	9.75E-02
 TLR4 	0.3208516	7.87E-05
 TLR5 	-0.0505956	1.98E-01
 TLR6 	0.0177171	6.59E-01
 TLR7 	0.1359141	4.69E-02
 TLR8 	0.0678364	6.52E-03
 TLR9 	-0.0632322	5.46E-02
 TLX1 	-0.0584153	3.18E-02
 TLX2 	-0.21753	1.64E-06
 TLX3 	0.0097223	7.28E-01
 TM2D1 	0.1574882	2.87E-03
 TM2D2 	0.4010078	1.60E-04
 TM2D3 	0.354739	1.76E-04
 TM4SF1 	1.5461918	1.54E-06
 TM4SF18 	0.2555097	3.46E-03
 TM4SF20 	0.5579284	2.71E-01
 TM4SF4 	0.2644948	5.90E-01
 TM4SF5 	0.689767	5.02E-02
 TM6SF1 	0.1619589	3.58E-04
 TM6SF2 	-0.1799949	4.65E-01
 TM7SF2 	-0.656	5.50E-05
 TM7SF3 	0.2656954	5.29E-02
 TM7SF4 	0.0418194	4.18E-03
 TM9SF1 	0.1751	7.85E-02
 TM9SF2 	0.6852964	1.81E-04
 TM9SF3 	0.0758712	6.38E-01
 TM9SF4 	0.6072384	3.42E-09
 TMBIM1 	0.4231326	8.28E-03
 TMBIM4 	0.1123852	2.75E-01
 TMBIM6 	-0.1396004	1.78E-01
 TMC1 	-0.0040076	5.03E-01
 TMC2 	-0.0188166	5.37E-03
 TMC3 	-0.0106099	1.73E-01
 TMC4 	-0.303608	1.27E-02
 TMC5 	0.5262655	4.04E-02
 TMC6 	0.190489	9.51E-05
 TMC7 	-0.3588999	4.77E-02
 TMC8 	-0.1135775	1.36E-02
 TMCC1 	0.2368134	2.68E-06
 TMCC2 	-0.0136526	1.27E-01
 TMCC3 	-0.0747009	2.60E-01
 TMCO1 	0.6672123	1.09E-06
 TMCO3 	0.1190586	2.83E-01
 TMCO4 	-0.0295995	4.85E-01
 TMCO5A 	-0.0078074	2.66E-01
 TMCO6 	0.1640817	5.18E-05
 TMED1 	0.0732348	3.86E-01
 TMED10 	0.2225335	7.03E-02
 TMED2 	0.2546	1.36E-02
 TMED3 	0.2658398	2.00E-02
 TMED4 	0.2040855	6.81E-02
 TMED5 	0.3125108	6.80E-04
 TMED6 	-1.8662178	1.40E-06
 TMED7 	0.0737757	4.42E-01
 TMED8 	0.0174867	7.10E-01
 TMEFF1 	0.075114	1.37E-02
 TMEFF2 	0.0039232	7.33E-01
 TMEM100 	-0.2791628	1.18E-04
 TMEM101 	0.040791	6.30E-01
 TMEM102 	0.1832832	1.57E-03
 TMEM104 	0.0865741	6.97E-03
 TMEM105 	-0.0869907	1.89E-03
 TMEM106B 	0.3344409	2.52E-03
 TMEM106C 	0.9061219	3.10E-05
 TMEM107 	0.271184	4.02E-04
 TMEM108 	-0.0230782	2.44E-02
 TMEM109 	0.3027443	1.41E-03
 TMEM11 	0.0888284	1.46E-02
 TMEM110 	0.0299601	6.79E-01
 TMEM111 	0.324121	1.01E-02
 TMEM115 	0.1002098	2.56E-01
 TMEM116 	-0.3172296	3.46E-04
 TMEM117 	0.3337458	1.85E-04
 TMEM119 	0.0704196	4.22E-01
 TMEM120A 	0.1906285	1.69E-01
 TMEM120B 	0.4159448	3.36E-02
 TMEM121 	-0.0838683	1.15E-03
 TMEM123 	0.532766	3.30E-06
 TMEM125 	-0.1239724	2.24E-01
 TMEM126A 	0.318952	9.19E-02
 TMEM126B 	0.630556	1.79E-06
 TMEM127 	0.282165	1.06E-04
 TMEM128 	0.0470791	1.68E-01
 TMEM129 	-0.0063778	9.36E-01
 TMEM130 	-0.0404224	4.18E-03
 TMEM132A 	-0.2503366	1.08E-02
 TMEM132D 	-0.0252186	2.76E-02
 TMEM132E 	-0.0441108	3.90E-03
 TMEM134 	-0.1542022	1.30E-02
 TMEM135 	0.2080757	3.48E-04
 TMEM136 	0.0516952	8.34E-02
 TMEM138 	0.5620083	2.74E-08
 TMEM139 	0.2306357	1.81E-03
 TMEM140 	0.1104463	1.70E-01
 TMEM141 	0.3691428	4.36E-02
 TMEM143 	-0.0879377	2.82E-02
 TMEM144 	0.345397	3.87E-04
 TMEM145 	-0.2471742	1.32E-02
 TMEM146 	-0.0167417	1.42E-02
 TMEM147 	0.544444	1.07E-05
 TMEM148 	-0.010375	3.35E-01
 TMEM149 	0.0496022	5.07E-01
 TMEM14A 	0.7815482	3.18E-05
 TMEM14B 	0.3371897	1.08E-01
 TMEM14C 	0.2399206	1.30E-01
 TMEM14E 	-0.0525336	3.80E-02
 TMEM150A 	0.179966	7.92E-02
 TMEM151A 	-0.1128616	3.12E-04
 TMEM151B 	-0.0249012	5.88E-02
 TMEM154 	0.1071665	6.41E-02
 TMEM155 	-0.0056906	5.38E-01
 TMEM156 	-0.0389253	6.32E-01
 TMEM158 	-0.1455665	5.40E-04
 TMEM159 	0.5117421	1.96E-08
 TMEM160 	-0.0077236	9.30E-01
 TMEM161A 	0.2572906	2.30E-04
 TMEM161B 	-0.6695131	3.15E-04
 TMEM163 	0.1043718	3.63E-01
 TMEM164 	0.3362396	4.38E-05
 TMEM165 	0.7440986	3.63E-06
 TMEM167A 	-0.0014285	9.11E-01
 TMEM168 	0.6421902	1.30E-06
 TMEM169 	-0.0144212	2.41E-01
 TMEM17 	0.0389414	5.61E-02
 TMEM170A 	0.383423	2.55E-05
 TMEM171 	-0.8464974	3.58E-06
 TMEM173 	0.3149372	4.55E-05
 TMEM174 	-0.0241964	3.31E-03
 TMEM175 	-0.145123	1.25E-02
 TMEM176A 	1.6422731	6.74E-08
 TMEM176B 	1.1966774	1.99E-06
 TMEM177 	0.4055177	4.71E-05
 TMEM178 	-0.1309272	3.38E-04
 TMEM179 	-0.0645464	2.16E-03
 TMEM179B 	0.227206	3.59E-03
 TMEM18 	0.1616725	6.36E-04
 TMEM180 	0.1313436	1.93E-03
 TMEM182 	0.1087911	2.24E-05
 TMEM183A 	0.0188848	7.26E-01
 TMEM184A 	-0.0440638	4.07E-01
 TMEM184B 	0.432495	2.36E-05
 TMEM184C 	0.120158	4.61E-02
 TMEM185A 	0.1872117	1.61E-03
 TMEM185B 	0.6600176	2.22E-07
 TMEM186 	0.8353623	1.35E-09
 TMEM187 	0.1391272	1.37E-01
 TMEM188 	0.3063309	1.07E-05
 TMEM189 	0.381845	6.89E-06
 TMEM19 	0.0510235	5.80E-01
 TMEM190 	-0.109432	2.44E-04
 TMEM191A 	-0.0048615	7.12E-01
 TMEM192 	0.0212417	7.23E-01
 TMEM195 	0.0560507	6.25E-01
 TMEM196 	-0.059051	8.55E-03
 TMEM198 	-0.0620514	2.80E-02
 TMEM199 	0.4147869	4.66E-06
 TMEM2 	0.4065611	3.49E-03
 TMEM20 	-0.0489724	7.27E-01
 TMEM200A 	0.1451486	1.02E-01
 TMEM200B 	-0.0709957	8.00E-03
 TMEM204 	0.3189054	4.54E-03
 TMEM205 	0.3626206	6.70E-03
 TMEM206 	0.2831829	2.42E-09
 TMEM207 	0.0097448	8.19E-01
 TMEM208 	0.4380942	3.90E-05
 TMEM209 	0.3094686	4.49E-06
 TMEM211 	-0.302392	1.08E-04
 TMEM214 	-0.1443191	1.64E-02
 TMEM215 	-0.0214565	1.69E-01
 TMEM216 	0.3564193	3.21E-07
 TMEM217 	0.000344	9.73E-01
 TMEM219 	-0.1165484	3.22E-01
 TMEM22 	0.0163242	5.32E-01
 TMEM220 	-0.3668985	5.52E-07
 TMEM221 	-0.1294899	1.05E-04
 TMEM222 	0.1512884	1.63E-02
 TMEM229B 	0.0067294	7.26E-01
 TMEM231 	0.0481172	4.01E-01
 TMEM25 	-0.1963039	1.61E-03
 TMEM26 	0.0295134	9.69E-03
 TMEM27 	-0.0609564	8.67E-04
 TMEM30A 	0.3144974	6.80E-04
 TMEM31 	-0.024794	1.10E-01
 TMEM33 	0.326351	7.82E-04
 TMEM35 	0.0346696	1.69E-01
 TMEM37 	-0.2867684	4.32E-02
 TMEM38A 	-0.1560182	1.71E-01
 TMEM38B 	0.191933	5.78E-03
 TMEM39A 	0.2845582	4.44E-04
 TMEM39B 	0.13263	4.36E-04
 TMEM40 	-0.0205687	2.25E-01
 TMEM41A 	0.7737949	8.94E-05
 TMEM42 	0.020013	8.29E-01
 TMEM43 	0.7158358	9.03E-13
 TMEM44 	0.0523399	8.90E-02
 TMEM45A 	0.1750898	1.72E-02
 TMEM45B 	1.1581565	2.45E-04
 TMEM47 	0.1982454	1.11E-01
 TMEM48 	0.5637162	4.20E-08
 TMEM49 	0.6613467	2.89E-06
 TMEM5 	0.0502431	1.80E-01
 TMEM50B 	0.1718387	1.19E-01
 TMEM51 	0.1360122	8.12E-02
